campaign_id,channel_social_media,channel_tv,channel_radio,channel_print,channel_email,channel_community,age_group,income_bracket,education,geographic_region,vaccination_completed,health_screening,behavior_change,cost_per_contact,campaign_year,conversion
42192,1,0,0,0,0,0,35-44,50-75k,Bachelors,South,0,0,0,10.306406061658356,2023,0
42193,1,0,0,1,0,0,55-64,50-75k,High School,West,0,0,0,11.038471475991606,2023,0
42194,1,0,0,1,0,1,18-24,75-100k,High School,South,0,0,1,8.247803662232112,2023,0
42195,0,0,0,0,1,0,65+,<25k,Some College,Northeast,1,0,1,2.8667893132518585,2023,1
42196,1,0,0,1,1,0,35-44,50-75k,High School,West,0,1,0,14.12019436996013,2023,0
42197,1,1,0,0,0,0,25-34,<25k,Bachelors,West,0,0,0,5.161038476355396,2023,0
42198,0,1,0,0,0,0,18-24,50-75k,High School,Northeast,0,1,0,10.596315542219369,2023,0
42199,1,1,0,0,0,0,18-24,>100k,High School,West,0,0,0,11.055960425709873,2023,1
42200,1,0,1,1,0,1,45-54,25-50k,Graduate,West,0,0,1,3.310921918192052,2024,0
42201,1,1,1,0,0,1,35-44,25-50k,Graduate,West,0,0,0,3.2590486779153998,2024,1
42202,1,0,1,0,0,0,65+,<25k,Some College,West,1,1,0,12.708488098670852,2024,0
42203,0,1,0,0,0,0,18-24,>100k,High School,Midwest,0,0,0,11.60036847365481,2023,0
42204,0,0,1,1,0,0,18-24,50-75k,High School,Northeast,0,0,1,7.422493839738286,2023,1
42205,0,0,1,0,0,1,35-44,<25k,High School,Midwest,0,0,0,8.606259523985434,2024,0
42206,0,1,0,0,0,0,55-64,50-75k,Graduate,South,0,0,0,3.918407600141426,2023,0
42207,0,1,1,1,0,1,65+,75-100k,Graduate,West,0,0,0,9.855312082111867,2024,0
42208,1,0,0,1,1,0,18-24,50-75k,Graduate,South,0,0,0,9.87210493036904,2023,0
42209,1,0,0,1,0,0,55-64,75-100k,Graduate,South,0,0,1,8.318471132661983,2024,0
42210,0,1,0,0,1,1,18-24,>100k,Graduate,Midwest,0,0,1,13.927611762515962,2023,0
42211,0,0,0,0,0,0,35-44,<25k,Bachelors,Midwest,0,0,0,9.346381368850825,2023,0
42212,0,1,0,0,0,0,18-24,<25k,Bachelors,West,0,0,0,10.100707593740381,2024,0
42213,1,0,0,0,0,1,35-44,75-100k,Graduate,Northeast,1,0,0,14.206125385958597,2023,1
42214,1,1,0,0,0,1,35-44,75-100k,Graduate,South,0,0,0,4.88474650538517,2024,0
42215,1,0,0,0,0,0,55-64,75-100k,Some College,West,1,0,0,4.773054466745819,2023,0
42216,0,1,0,0,0,0,35-44,<25k,Some College,Midwest,0,0,0,10.11155263666119,2024,1
42217,0,0,0,1,1,0,25-34,75-100k,High School,South,0,0,0,9.033497733996388,2023,0
42218,1,0,0,0,0,0,55-64,<25k,Bachelors,West,1,0,0,11.01493672201689,2023,0
42219,0,0,1,0,0,0,18-24,<25k,High School,Northeast,0,0,1,3.575832919876904,2024,0
42220,1,0,1,0,0,1,25-34,<25k,High School,Midwest,1,0,1,9.870379840573083,2023,1
42221,0,0,0,0,1,0,18-24,>100k,Some College,Northeast,0,0,1,3.2985360860311044,2023,0
42222,0,0,0,1,0,0,25-34,>100k,Some College,West,0,0,0,2.568210484366743,2024,0
42223,0,0,1,0,1,0,45-54,<25k,Some College,South,0,0,0,14.0359230628584,2023,0
42224,1,0,0,0,0,0,35-44,>100k,Some College,Midwest,0,0,0,14.078757287703615,2024,1
42225,0,1,1,0,0,1,45-54,50-75k,Some College,Northeast,0,1,0,14.523202549624452,2023,1
42226,0,0,0,0,1,1,25-34,50-75k,Graduate,Northeast,1,0,0,4.9551726945222745,2023,0
42227,0,0,0,0,1,0,45-54,>100k,Bachelors,Midwest,0,0,0,2.568320357686899,2023,0
42228,0,0,0,0,0,0,25-34,<25k,Graduate,Northeast,0,1,0,11.457241930719224,2023,0
42229,1,1,0,1,1,1,25-34,<25k,Some College,West,0,0,1,12.137792098959158,2023,1
42230,0,0,0,1,0,1,25-34,<25k,Some College,West,1,0,0,7.271951868622907,2024,1
42231,0,0,1,0,1,0,45-54,>100k,Some College,Northeast,0,0,0,13.22961406832269,2024,1
42232,0,0,0,0,1,1,25-34,<25k,Some College,West,1,0,1,6.707603529926943,2023,0
42233,0,1,0,0,1,0,65+,<25k,Some College,South,0,0,1,2.6059344150321397,2024,0
42234,1,1,0,0,1,0,65+,50-75k,Graduate,West,0,0,0,8.209066140189847,2024,0
42235,0,0,0,0,0,0,25-34,>100k,Some College,Midwest,1,1,0,7.66102740755434,2024,0
42236,1,0,0,0,0,1,55-64,>100k,Bachelors,South,1,0,0,9.00376394693783,2023,0
42237,1,0,0,0,0,0,45-54,50-75k,Graduate,Northeast,0,1,0,6.728639159909157,2024,0
42238,0,1,1,0,0,0,18-24,25-50k,Graduate,Northeast,0,0,0,4.924183341285377,2024,0
42239,1,0,0,0,0,0,55-64,>100k,Bachelors,Northeast,1,0,1,12.029463144142934,2023,0
42240,1,0,0,1,0,0,35-44,<25k,Bachelors,South,0,0,0,14.60665918174072,2024,0
42241,0,0,0,0,0,0,35-44,<25k,High School,Northeast,0,0,0,8.662694695586591,2024,0
42242,0,1,0,0,1,0,35-44,<25k,Graduate,West,0,0,0,3.28967192031246,2023,0
42243,1,1,0,0,1,0,25-34,<25k,Bachelors,West,0,0,1,14.648957527049559,2023,0
42244,1,0,1,0,1,0,45-54,75-100k,Bachelors,South,0,0,1,6.152405710946745,2024,0
42245,0,0,0,1,0,1,25-34,75-100k,Bachelors,Northeast,0,0,1,10.008302423182823,2023,0
42246,0,0,0,0,1,0,18-24,25-50k,Some College,South,0,0,0,10.510307313070477,2024,0
42247,1,0,0,0,0,0,65+,25-50k,Some College,South,0,0,1,7.475899418124398,2023,0
42248,0,0,0,0,1,1,45-54,25-50k,Graduate,Midwest,0,0,0,9.745235958999036,2024,1
42249,1,0,1,0,0,0,65+,75-100k,Graduate,West,0,0,0,11.100140613496572,2023,0
42250,1,0,0,0,0,1,65+,>100k,Graduate,South,0,0,0,4.107417941941678,2023,0
42251,1,0,0,0,0,0,35-44,25-50k,Bachelors,West,0,0,0,11.724339736875338,2023,0
42252,1,0,0,0,1,0,65+,75-100k,High School,Midwest,0,1,1,9.976573827956525,2023,1
42253,1,0,1,0,0,1,45-54,<25k,Bachelors,West,0,0,0,6.301787219832972,2023,0
42254,1,0,1,1,1,0,55-64,<25k,High School,Northeast,0,0,0,4.8077446720084165,2023,1
42255,0,1,1,1,0,0,25-34,<25k,Bachelors,Midwest,0,0,0,9.93168993792138,2024,1
42256,1,0,1,0,0,0,25-34,25-50k,Some College,South,0,0,1,8.461512314686864,2024,0
42257,1,0,0,0,0,0,55-64,>100k,High School,West,1,1,0,12.163356347905125,2023,0
42258,1,0,0,0,0,0,45-54,25-50k,Some College,Midwest,0,0,1,4.897539625017831,2024,0
42259,1,0,0,1,1,1,65+,25-50k,Graduate,South,0,0,0,5.213908460773541,2024,1
42260,1,0,1,0,0,0,18-24,<25k,Graduate,West,0,1,0,9.986848153257746,2024,0
42261,0,0,0,0,0,0,35-44,75-100k,Bachelors,Northeast,0,0,0,12.680642213252074,2024,0
42262,1,0,0,0,1,0,55-64,25-50k,Graduate,Northeast,0,0,0,4.59377303093436,2024,1
42263,0,0,0,0,0,0,65+,50-75k,Bachelors,West,0,0,0,10.359937908957864,2024,0
42264,1,0,0,0,0,0,55-64,<25k,High School,South,0,0,0,14.852449941629398,2024,0
42265,0,1,0,0,1,0,55-64,<25k,Bachelors,West,1,1,1,3.949337631898821,2024,0
42266,0,0,1,0,0,0,18-24,75-100k,Bachelors,Midwest,0,1,1,7.703691265286284,2023,0
42267,1,0,0,1,0,1,65+,25-50k,High School,Midwest,0,0,0,13.82372357793982,2024,0
42268,1,1,0,0,1,0,18-24,75-100k,Bachelors,West,1,0,0,4.0451230140778005,2023,1
42269,1,1,1,1,0,0,65+,>100k,High School,Midwest,0,1,0,6.051457486524375,2023,0
42270,0,0,0,0,1,0,45-54,<25k,Some College,Midwest,0,0,0,7.844940869710903,2023,0
42271,1,0,0,0,0,1,65+,75-100k,High School,Northeast,0,0,1,12.947511943776606,2023,0
42272,1,0,1,0,1,0,25-34,<25k,High School,Midwest,0,0,0,10.149572513735142,2023,0
42273,0,1,0,0,0,0,35-44,<25k,Graduate,Northeast,0,0,0,9.515274646058884,2023,0
42274,1,1,0,0,1,0,18-24,25-50k,High School,South,0,0,0,12.412229699471421,2024,1
42275,1,0,0,0,1,0,65+,>100k,Some College,West,0,0,1,9.476559446566863,2023,0
42276,0,1,0,0,1,0,25-34,50-75k,High School,South,0,0,1,12.279811763479659,2024,0
42277,0,0,0,1,0,1,35-44,75-100k,Graduate,Midwest,0,0,0,13.570255258339204,2023,0
42278,1,0,1,0,0,1,55-64,75-100k,Some College,Midwest,1,0,0,8.86643245547702,2023,0
42279,1,0,0,0,0,0,25-34,50-75k,High School,West,1,1,0,14.71665582576426,2023,0
42280,0,1,0,0,1,1,65+,75-100k,Bachelors,South,0,0,0,3.982935425074741,2023,0
42281,1,0,1,1,0,1,25-34,50-75k,High School,South,0,0,0,11.575006766753106,2024,0
42282,1,0,1,0,0,0,65+,<25k,Graduate,West,0,0,1,7.694654100264254,2024,0
42283,0,1,0,0,0,0,45-54,>100k,High School,Midwest,0,0,1,10.28004394745082,2024,0
42284,0,1,0,0,1,1,35-44,<25k,Bachelors,Midwest,0,0,0,8.945301689136091,2024,0
42285,1,1,0,1,0,0,18-24,75-100k,Some College,West,1,1,0,11.094622011125825,2024,0
42286,1,0,0,0,0,0,25-34,>100k,Some College,Midwest,1,0,0,11.30210366434291,2023,0
42287,1,0,0,0,1,0,18-24,>100k,Graduate,Midwest,0,0,0,4.8333344521528385,2024,0
42288,1,0,0,0,1,0,55-64,50-75k,Graduate,Northeast,0,0,1,8.953410560250209,2024,0
42289,1,1,0,1,0,0,35-44,25-50k,High School,South,0,0,0,9.098993480125799,2023,1
42290,1,0,1,1,1,0,25-34,>100k,Bachelors,Midwest,0,0,0,11.982151278274955,2024,0
42291,0,0,0,0,1,0,65+,>100k,High School,Midwest,0,0,0,13.406706182854506,2024,0
42292,0,0,0,0,1,0,35-44,<25k,High School,Northeast,0,1,1,10.10398494923076,2023,0
42293,1,1,0,0,1,1,18-24,75-100k,Graduate,Midwest,0,0,0,7.242231751976665,2023,0
42294,1,1,0,0,1,0,18-24,75-100k,High School,Midwest,0,0,1,2.8817199083410925,2023,0
42295,0,0,0,1,1,0,35-44,75-100k,Graduate,South,0,0,0,6.132835150315094,2024,0
42296,1,0,1,0,0,0,45-54,25-50k,Some College,West,0,0,1,3.6857715290742754,2024,0
42297,1,0,0,0,0,1,65+,25-50k,Graduate,West,0,0,0,7.38556955653523,2023,0
42298,0,0,0,0,1,1,35-44,>100k,Graduate,West,0,1,0,7.142365332195215,2023,0
42299,1,0,0,1,0,0,55-64,>100k,Some College,West,0,1,0,11.564820911788196,2023,0
42300,0,0,0,0,1,0,25-34,>100k,Graduate,West,0,0,0,3.0058159509199562,2023,0
42301,1,0,0,0,1,0,18-24,50-75k,Graduate,South,1,0,1,7.036025946063068,2024,0
42302,1,0,0,0,0,0,45-54,50-75k,Graduate,Northeast,0,0,1,7.599811852091104,2023,0
42303,1,1,0,1,1,1,65+,75-100k,Bachelors,West,0,1,0,2.9342515865381924,2023,1
42304,0,0,0,0,0,1,25-34,75-100k,Graduate,West,0,0,0,12.50312114325672,2023,0
42305,0,1,0,0,1,0,35-44,>100k,Bachelors,West,0,0,1,11.755057441477502,2024,0
42306,0,0,0,0,0,0,45-54,75-100k,Bachelors,Midwest,0,0,0,3.728194746692335,2024,0
42307,1,0,1,1,0,1,45-54,50-75k,Some College,West,0,0,1,5.757276730721479,2023,1
42308,0,1,0,0,0,0,35-44,75-100k,High School,South,0,0,0,7.175519643058237,2023,0
42309,0,1,0,0,0,0,45-54,>100k,Graduate,Northeast,0,0,1,6.099565429888873,2024,0
42310,1,1,1,0,1,0,45-54,50-75k,Graduate,West,0,0,1,8.90501580719492,2024,0
42311,0,0,0,1,0,1,18-24,75-100k,Some College,Midwest,0,0,1,3.581593405563723,2023,0
42312,0,1,0,0,0,0,65+,<25k,Graduate,Northeast,0,0,0,10.977000718602293,2024,0
42313,1,0,0,0,0,0,25-34,<25k,Bachelors,Northeast,0,0,0,9.531485527283637,2023,0
42314,1,0,0,0,0,0,35-44,25-50k,High School,West,0,1,0,3.126208937048739,2024,0
42315,0,0,0,0,0,0,35-44,75-100k,Some College,Northeast,0,0,0,2.8482783290369564,2024,0
42316,1,0,0,0,0,0,45-54,75-100k,Some College,Midwest,1,0,0,13.559689936402766,2023,0
42317,0,1,0,0,0,0,35-44,75-100k,Graduate,Northeast,0,0,0,7.767206526869747,2024,0
42318,0,0,0,0,1,0,45-54,75-100k,High School,Northeast,0,0,0,5.190470889455672,2024,0
42319,0,0,0,0,0,0,55-64,50-75k,High School,Midwest,0,0,0,5.865541499038908,2023,0
42320,0,0,0,0,0,0,18-24,<25k,Some College,South,0,0,1,7.537646981388437,2024,0
42321,1,0,1,0,1,1,35-44,>100k,Some College,West,0,0,1,4.0206262154112835,2024,1
42322,0,0,1,1,1,0,65+,25-50k,High School,Midwest,0,1,1,4.510251325437889,2024,0
42323,1,0,0,0,0,0,35-44,75-100k,High School,Northeast,0,0,0,3.9832614874336874,2024,0
42324,0,0,1,0,0,1,55-64,75-100k,Some College,West,0,1,0,8.125326484241853,2024,0
42325,0,0,1,0,1,1,45-54,75-100k,Some College,Midwest,1,0,0,5.501466088027874,2023,0
42326,0,0,0,0,1,0,25-34,25-50k,High School,Midwest,0,0,0,9.956907177585144,2024,0
42327,0,0,0,0,0,1,55-64,75-100k,High School,Midwest,0,0,1,13.590777645254748,2023,0
42328,0,1,1,1,1,1,18-24,50-75k,Some College,Northeast,0,0,1,6.5884526809978645,2024,1
42329,1,0,0,0,0,1,35-44,25-50k,High School,South,0,0,0,3.5225884342423304,2023,0
42330,1,0,0,0,1,0,65+,<25k,Bachelors,West,0,1,0,4.579022883429614,2023,0
42331,1,0,0,0,0,1,45-54,50-75k,High School,West,0,0,1,12.47327833900223,2024,0
42332,1,0,0,0,0,0,65+,50-75k,Some College,West,0,0,0,11.929199268111788,2023,0
42333,0,0,0,0,0,0,25-34,25-50k,Bachelors,Midwest,0,0,0,5.469152212468325,2023,0
42334,1,1,0,0,0,0,18-24,<25k,High School,Midwest,0,0,0,5.903154482781785,2024,1
42335,1,0,1,0,0,0,45-54,75-100k,Bachelors,West,0,0,1,11.890590043910587,2023,0
42336,0,1,0,0,1,0,55-64,50-75k,High School,West,0,0,0,12.893467528220205,2024,0
42337,1,0,1,1,0,0,18-24,>100k,Some College,West,0,0,1,5.3411419629970975,2024,1
42338,0,0,0,0,0,1,45-54,75-100k,High School,Midwest,0,1,1,10.172270955213405,2023,0
42339,0,1,0,0,0,0,45-54,50-75k,High School,South,0,1,0,12.482442850177375,2023,1
42340,0,1,1,0,0,0,18-24,25-50k,Some College,Northeast,0,0,0,9.136537225919568,2023,0
42341,1,0,1,0,0,0,55-64,50-75k,Graduate,South,0,0,0,7.142035967316264,2024,1
42342,1,0,1,0,0,1,25-34,50-75k,Graduate,Northeast,0,0,1,4.203768252085272,2024,0
42343,1,0,0,0,1,0,45-54,75-100k,High School,South,0,0,1,12.152392083196059,2023,1
42344,1,0,1,1,1,0,35-44,>100k,High School,Midwest,0,0,1,10.508729380904509,2024,0
42345,1,0,1,1,0,0,65+,75-100k,High School,Northeast,0,0,0,12.30595456903259,2024,0
42346,0,0,0,0,1,1,45-54,75-100k,Some College,Northeast,1,0,0,13.967268417714994,2023,0
42347,0,0,0,0,1,0,25-34,25-50k,Some College,South,1,0,1,13.560006259461192,2023,0
42348,1,0,0,0,1,0,45-54,75-100k,Graduate,West,0,0,0,5.827283086130317,2024,1
42349,0,1,0,1,0,1,65+,50-75k,Some College,Northeast,0,1,1,11.081874821587379,2023,0
42350,0,0,0,1,1,1,45-54,25-50k,Graduate,West,0,0,0,2.82316056643594,2023,0
42351,0,1,0,0,1,1,25-34,25-50k,High School,Midwest,0,0,0,9.960608445453847,2024,1
42352,0,1,0,1,0,0,18-24,50-75k,Some College,West,0,0,0,4.270796028179644,2023,0
42353,0,0,0,0,0,0,25-34,<25k,High School,West,0,1,0,4.410737609834445,2024,0
42354,0,0,0,0,1,0,65+,<25k,Bachelors,Midwest,0,0,0,6.483347395389984,2023,0
42355,0,0,0,0,0,0,65+,>100k,Graduate,West,0,1,0,6.867626433766278,2024,0
42356,0,0,0,0,0,1,35-44,<25k,High School,Midwest,0,1,0,11.265261174965532,2023,0
42357,0,0,1,1,1,0,25-34,75-100k,High School,Northeast,0,0,1,11.425510497431922,2024,0
42358,1,0,0,0,1,0,55-64,75-100k,Some College,Midwest,0,0,0,3.646347816190846,2024,0
42359,1,0,1,0,0,0,45-54,>100k,Some College,West,0,0,0,9.860817489143537,2023,0
42360,1,1,1,0,1,0,35-44,25-50k,High School,Northeast,0,0,0,3.2876766722927186,2024,0
42361,1,1,1,0,0,1,45-54,<25k,Bachelors,West,1,1,1,12.296471943767028,2024,0
42362,0,1,0,0,1,0,18-24,25-50k,High School,South,0,0,0,10.44508317607407,2024,0
42363,1,1,0,0,0,0,45-54,<25k,Graduate,Northeast,0,1,1,10.877958973413065,2024,1
42364,1,1,0,0,0,0,45-54,75-100k,Graduate,Northeast,0,0,0,13.66941478257798,2023,1
42365,0,0,0,0,0,0,55-64,>100k,Graduate,South,0,1,1,7.882180013027754,2024,0
42366,0,1,0,1,1,0,65+,50-75k,Graduate,Northeast,0,1,0,3.6157679535754528,2024,0
42367,1,0,0,1,0,0,35-44,75-100k,High School,South,0,0,0,11.794844188185822,2024,1
42368,0,1,0,1,0,1,65+,75-100k,Bachelors,West,0,0,1,7.732218150128092,2023,0
42369,1,0,1,0,1,0,55-64,>100k,High School,Midwest,0,0,0,5.488082575052932,2024,0
42370,1,1,0,0,1,0,35-44,25-50k,Some College,West,1,1,0,14.169826304836867,2023,0
42371,0,1,0,0,0,0,55-64,>100k,High School,Midwest,1,0,0,13.867468990731783,2023,0
42372,0,1,0,0,1,1,55-64,50-75k,Some College,West,0,0,0,5.992014573683594,2024,0
42373,1,1,0,0,0,0,55-64,<25k,Graduate,South,0,0,0,4.337747729019074,2024,0
42374,0,0,0,0,1,0,25-34,>100k,Bachelors,West,0,1,1,10.124509383561776,2023,0
42375,1,1,0,0,0,0,25-34,>100k,High School,Midwest,0,1,0,14.342511955213732,2024,0
42376,0,0,0,1,0,0,18-24,<25k,Graduate,South,0,1,0,9.135662814812623,2023,0
42377,1,0,0,1,1,1,18-24,25-50k,Bachelors,West,0,1,1,13.666285673399315,2023,0
42378,0,0,0,0,0,1,18-24,>100k,Some College,Northeast,0,0,0,6.775707970381741,2024,0
42379,1,0,0,1,0,0,18-24,75-100k,High School,Northeast,0,0,0,11.009066596737544,2024,0
42380,0,1,1,1,0,0,45-54,>100k,Graduate,South,0,0,0,5.349511579432276,2023,0
42381,0,0,0,0,0,1,18-24,25-50k,Some College,West,0,0,0,6.672348085803193,2023,0
42382,1,0,0,0,0,0,35-44,75-100k,Bachelors,Northeast,0,0,0,5.010764603830881,2024,0
42383,0,1,0,0,1,0,55-64,<25k,Graduate,Northeast,0,0,1,12.835154521191129,2023,0
42384,0,1,0,1,0,0,45-54,<25k,High School,South,0,0,0,14.107172009168119,2024,0
42385,0,0,1,1,1,0,25-34,25-50k,Some College,Midwest,0,0,1,8.78146669633885,2024,0
42386,0,0,1,1,0,0,65+,<25k,Bachelors,South,0,0,0,8.548596321668956,2024,0
42387,0,0,1,0,1,0,35-44,25-50k,Some College,Northeast,0,0,1,9.162216180320643,2024,0
42388,1,1,1,0,0,0,25-34,75-100k,Some College,Midwest,0,0,0,9.136427905057566,2023,0
42389,0,1,0,0,1,0,55-64,>100k,Some College,Northeast,0,0,0,3.1106208782220013,2024,0
42390,0,0,0,0,1,0,25-34,50-75k,Graduate,Northeast,0,0,0,7.672116424881636,2023,0
42391,0,0,0,0,0,0,45-54,<25k,Some College,West,0,0,1,3.845340994084862,2023,0
42392,1,0,0,1,0,1,65+,75-100k,Bachelors,West,0,0,0,7.409553997466835,2024,1
42393,1,1,0,0,1,1,55-64,25-50k,High School,South,0,0,0,8.82200956093913,2024,0
42394,1,1,0,0,0,0,55-64,75-100k,Some College,Northeast,0,0,1,4.699041603123246,2023,0
42395,1,0,0,0,0,0,18-24,75-100k,High School,Midwest,0,0,1,14.132510934432919,2023,0
42396,1,0,0,0,0,0,35-44,>100k,Some College,Northeast,0,0,0,9.080694181257009,2023,0
42397,0,1,0,0,0,1,45-54,50-75k,Some College,Northeast,0,0,1,14.667242621554562,2023,0
42398,0,0,0,0,0,0,45-54,>100k,Bachelors,West,0,0,1,11.751483822323877,2024,0
42399,0,0,0,0,0,1,45-54,50-75k,Some College,South,0,1,0,7.385423243572136,2023,0
42400,0,1,0,0,1,1,35-44,50-75k,High School,West,0,0,0,9.603327301630951,2024,0
42401,1,1,0,0,1,1,18-24,50-75k,High School,West,0,0,0,6.79749113676624,2023,1
42402,1,0,0,1,0,0,25-34,50-75k,Some College,Midwest,0,0,0,6.878834663186125,2023,0
42403,1,1,0,0,0,0,65+,>100k,Graduate,Midwest,0,0,0,3.636119506698173,2023,0
42404,0,0,0,0,1,0,55-64,>100k,Bachelors,Northeast,0,0,0,12.555179736271931,2024,0
42405,1,0,1,1,0,0,55-64,>100k,Graduate,Northeast,1,0,0,3.2520711172141272,2024,0
42406,0,0,0,0,0,0,25-34,<25k,Graduate,Northeast,0,1,0,14.463621276529246,2024,0
42407,0,0,0,1,0,0,55-64,75-100k,Graduate,South,0,1,1,11.279580341507318,2024,0
42408,1,1,0,0,0,0,55-64,25-50k,Bachelors,West,0,0,1,5.96297026833585,2024,0
42409,0,0,0,1,1,0,35-44,>100k,High School,Northeast,0,0,1,13.03566305110871,2023,0
42410,0,1,1,0,0,0,55-64,75-100k,Graduate,Midwest,0,0,0,5.218698478487819,2023,0
42411,1,1,0,1,0,0,55-64,50-75k,Some College,Northeast,0,0,0,13.003317494256057,2023,0
42412,1,0,1,0,0,0,18-24,75-100k,Bachelors,West,0,0,0,13.04659033329784,2024,1
42413,0,0,0,0,0,1,18-24,25-50k,Graduate,Northeast,0,0,1,9.81943356067902,2023,0
42414,1,1,0,1,0,1,45-54,<25k,High School,Midwest,1,0,0,11.275016181800131,2023,1
42415,1,1,1,0,0,0,65+,50-75k,Graduate,Northeast,0,0,0,14.816143751061286,2023,0
42416,0,0,1,0,0,0,35-44,75-100k,Some College,Northeast,0,0,0,3.5624621566665837,2023,0
42417,0,0,0,1,0,1,25-34,50-75k,Some College,Northeast,0,0,0,14.766348111210846,2024,0
42418,1,0,1,0,0,0,55-64,25-50k,Some College,Midwest,0,0,0,9.739021849275039,2023,0
42419,0,0,0,0,1,0,45-54,75-100k,Some College,Northeast,0,0,0,12.475188229189953,2024,0
42420,0,1,0,0,0,0,45-54,25-50k,Some College,West,0,0,0,9.328360688592902,2023,0
42421,1,0,0,0,0,1,35-44,75-100k,Graduate,West,0,0,1,7.714259819094091,2023,0
42422,1,0,0,0,0,0,55-64,50-75k,Some College,West,0,1,0,6.491502701343453,2024,0
42423,0,1,0,0,1,0,25-34,<25k,Some College,Northeast,0,0,0,5.726069394463499,2024,0
42424,0,1,0,0,0,1,45-54,<25k,High School,Midwest,0,0,0,7.3692973408551055,2023,1
42425,1,0,1,0,0,0,45-54,50-75k,High School,West,1,1,0,4.647309810730672,2023,1
42426,0,0,0,0,0,0,55-64,75-100k,Some College,West,0,0,1,13.827753783182562,2023,0
42427,1,0,0,0,0,0,55-64,<25k,Some College,Northeast,0,1,0,7.471602519119406,2024,0
42428,1,0,0,0,0,0,65+,<25k,High School,Northeast,0,0,1,8.592416862676952,2023,0
42429,0,0,0,0,1,0,55-64,25-50k,High School,Midwest,0,0,1,3.2775352909410618,2023,0
42430,1,0,0,0,0,0,35-44,75-100k,Bachelors,South,0,0,0,9.071519750035481,2023,0
42431,1,0,0,1,1,0,18-24,50-75k,High School,Midwest,0,0,0,10.148823785568673,2023,0
42432,0,0,1,1,1,1,35-44,25-50k,Graduate,Midwest,0,1,0,4.898734852641576,2024,1
42433,0,1,1,0,0,0,55-64,50-75k,Bachelors,Midwest,0,0,1,8.258431149801035,2023,0
42434,0,0,0,0,0,0,45-54,50-75k,Some College,Northeast,0,0,0,3.50117794871291,2023,0
42435,0,0,0,0,1,1,45-54,50-75k,Some College,Northeast,0,0,0,3.4310705842516227,2024,0
42436,0,0,1,0,0,0,25-34,<25k,High School,West,0,0,1,14.046681619560015,2023,0
42437,0,0,0,1,0,0,65+,50-75k,Graduate,West,0,0,0,12.571527323402211,2023,0
42438,0,0,0,0,1,0,45-54,>100k,Some College,Northeast,0,0,0,9.717193370304148,2024,0
42439,0,1,1,0,1,0,55-64,25-50k,Bachelors,Northeast,0,0,0,7.398311225923141,2023,0
42440,0,1,0,0,1,1,55-64,50-75k,Bachelors,South,1,1,1,13.874109886607226,2024,0
42441,0,0,1,1,1,0,25-34,75-100k,High School,Midwest,0,0,1,4.112700940481746,2023,1
42442,0,0,0,1,1,0,35-44,75-100k,High School,Midwest,0,0,0,9.337562914932464,2023,0
42443,0,1,0,0,0,0,25-34,<25k,Bachelors,Midwest,0,1,0,5.4431922953704,2023,0
42444,1,1,0,1,1,0,45-54,>100k,Some College,South,1,0,1,13.476514552746528,2023,1
42445,0,0,1,0,0,0,45-54,50-75k,Bachelors,Northeast,1,0,1,3.37348286677104,2023,0
42446,1,1,0,1,0,1,35-44,<25k,High School,Northeast,0,1,0,11.757072668977846,2024,0
42447,0,0,1,0,1,0,18-24,<25k,High School,Midwest,0,0,0,14.813532857741857,2024,0
42448,1,0,0,1,0,0,25-34,<25k,Bachelors,West,1,1,0,9.47262132190248,2024,0
42449,0,0,0,0,1,0,45-54,75-100k,Some College,South,0,0,1,4.114328391523987,2023,0
42450,1,1,1,0,1,0,55-64,<25k,Bachelors,South,0,1,0,12.926936918389682,2024,0
42451,0,1,0,0,1,0,65+,50-75k,Some College,Midwest,0,0,1,3.8047543496132006,2024,0
42452,1,1,0,0,0,0,18-24,<25k,Bachelors,South,0,0,0,8.657791304925201,2024,0
42453,0,1,1,0,0,0,55-64,25-50k,High School,South,0,1,1,12.33515721517107,2024,0
42454,0,1,1,0,1,0,18-24,50-75k,High School,Northeast,0,0,0,8.574326338430641,2023,0
42455,0,0,0,1,0,1,55-64,25-50k,Graduate,Midwest,0,0,0,9.374803049044207,2024,0
42456,1,0,0,0,0,0,45-54,25-50k,High School,Northeast,0,0,1,4.874719008910773,2023,0
42457,1,0,0,1,1,1,18-24,>100k,Some College,South,1,0,1,3.8012167280190696,2024,0
42458,0,1,0,1,0,0,45-54,<25k,Graduate,West,0,0,1,9.194024655518888,2023,0
42459,1,0,0,0,1,1,35-44,75-100k,Bachelors,Midwest,1,0,0,6.465736559460159,2023,0
42460,1,1,0,0,1,0,18-24,<25k,High School,Northeast,0,0,0,9.121926536338522,2023,0
42461,1,0,0,0,1,0,45-54,<25k,Some College,West,0,0,0,2.9671168623769595,2023,1
42462,1,0,0,1,0,1,45-54,>100k,Graduate,South,0,1,0,5.940165652868919,2024,1
42463,0,0,0,0,1,0,45-54,<25k,High School,West,0,0,0,6.092297840923965,2024,0
42464,0,1,0,0,0,1,65+,75-100k,Some College,South,0,0,0,10.07816532830544,2024,1
42465,1,0,0,0,0,0,65+,>100k,High School,South,0,1,0,8.883872687369976,2024,0
42466,0,1,1,0,1,0,18-24,>100k,Graduate,West,0,0,0,8.794450046169693,2023,1
